label,origin_pred,pred_eps=4.0
52,52,52
90,90,90
91,1,1
37,59,59
71,71,23
27,91,91
89,89,89
28,28,56
56,29,44
0,77,7
79,97,97
20,20,20
18,18,83
39,60,60
79,79,79
45,18,18
96,33,33
68,68,97
24,95,95
0,70,70
42,88,88
81,90,90
80,27,27
81,81,90
87,87,86
33,33,60
9,9,57
46,83,83
59,96,96
7,7,7
64,36,36
70,70,83
25,25,5
46,46,46
89,89,89
93,14,14
58,58,91
37,37,37
91,91,91
3,74,74
57,57,9
75,98,98
5,54,54
80,77,77
70,70,62
64,55,55
34,34,34
22,16,16
54,54,54
34,77,77
32,67,67
9,55,55
31,38,38
77,29,29
43,43,43
33,18,18
79,65,65
63,31,31
63,63,21
1,1,36
99,99,99
27,27,93
12,12,18
74,74,74
93,93,67
20,20,20
60,60,25
66,4,4
40,40,57
59,96,31
92,92,37
46,8,8
47,96,96
52,52,96
89,89,81
6,6,18
93,93,93
94,18,18
54,54,54
15,15,17
96,96,59
79,45,45
49,49,12
13,33,60
41,41,41
14,14,66
30,30,30
76,76,76
21,21,38
82,82,82
52,52,47
79,95,95
4,42,42
46,46,98
14,14,42
43,43,15
32,32,32
34,19,19
83,57,57
13,89,89
19,15,31
31,31,15
67,67,73
0,0,77
95,2,2
32,32,14
33,60,60
71,23,23
8,8,8
64,51,51
53,53,1
47,96,96
22,96,96
30,30,95
22,22,10
7,7,24
84,5,5
56,56,33
92,92,14
30,30,95
23,23,3
63,67,67
22,22,77
57,61,61
24,24,24
23,23,67
32,32,97
72,72,12
82,82,82
64,50,50
43,65,32
13,13,58
98,35,35
26,26,26
55,4,4
83,0,0
12,12,13
76,76,76
47,52,52
24,24,24
92,70,70
40,73,73
86,86,24
39,39,25
31,31,3
37,37,81
71,71,71
39,51,51
72,67,67
87,66,66
17,17,12
13,33,69
39,39,39
35,35,35
54,54,84
88,43,43
1,1,77
61,61,61
24,24,24
69,69,72
4,38,38
9,9,89
98,35,46
74,50,50
58,58,85
76,76,76
96,92,92
4,4,4
84,84,5
30,95,95
88,42,42
79,79,18
5,5,25
10,16,16
33,47,47
54,8,8
36,50,50
46,46,98
6,6,6
46,46,98
86,86,86
39,85,85
83,92,92
77,50,42
69,69,69
65,38,29
14,16,16
33,33,71
61,61,61
35,11,11
20,40,40
9,9,9
37,37,17
63,67,45
82,82,82
46,32,32
72,27,27
77,77,4
16,16,48
64,64,3
46,46,98
23,23,23
22,22,22
75,75,75
78,78,44
46,87,87
10,10,91
85,85,85
7,10,10
68,68,68
31,42,63
91,91,91
28,10,61
58,58,85
55,80,80
91,91,91
19,19,19
59,32,32
44,44,18
98,11,11
27,27,44
34,80,80
17,17,17
25,94,94
58,58,85
29,27,27
85,85,37
85,85,32
25,20,20
35,65,65
12,81,81
8,81,81
34,19,19
16,16,16
86,22,40
48,48,7
49,90,90
15,50,50
55,27,27
53,53,53
99,71,71
66,66,78
26,26,95
88,88,33
64,64,19
87,87,87
41,65,65
17,17,37
40,56,56
6,6,92
55,4,4
8,8,79
95,95,95
94,94,5
3,63,63
2,83,83
56,56,56
66,66,66
4,43,43
68,68,68
11,11,35
20,20,20
49,49,76
23,23,23
72,72,80
16,16,16
0,0,57
86,86,87
59,59,52
93,65,65
48,48,48
40,40,87
33,77,77
17,12,12
52,52,47
54,54,92
94,94,84
87,87,87
77,63,63
79,44,44
5,5,37
91,30,30
28,84,84
30,67,67
7,7,79
25,64,64
42,18,18
75,75,75
31,23,23
14,90,90
94,94,94
57,57,57
63,63,42
81,81,90
4,55,55
99,99,78
45,45,10
32,32,32
11,11,97
9,9,40
59,96,96
81,81,90
40,40,56
48,8,8
6,6,6
98,35,35
70,92,92
93,93,26
0,0,0
14,14,14
49,23,23
51,51,37
4,4,3
14,75,75
42,66,66
80,80,64
68,37,37
78,99,18
47,47,52
31,31,29
62,62,92
62,70,70
90,21,4
8,8,8
9,81,81
51,51,54
91,91,91
80,80,97
79,79,79
22,86,86
18,18,99
61,61,36
62,62,53
54,54,54
34,34,34
42,42,42
33,33,12
16,11,11
99,99,2
99,30,30
27,27,55
13,13,58
39,39,39
56,56,59
53,53,2
82,82,82
48,48,48
76,76,12
82,82,82
49,49,49
40,40,58
58,58,85
58,58,13
28,40,40
37,37,37
38,72,72
93,66,66
68,68,68
13,13,13
42,42,38
35,46,46
68,68,68
47,47,47
13,85,85
91,1,1
53,53,53
23,23,23
29,29,42
89,89,58
35,2,2
43,43,43
62,62,70
15,15,31
9,9,9
97,79,79
15,39,39
44,44,18
75,75,27
84,87,87
33,76,76
41,41,41
6,79,79
71,71,23
78,4,4
17,17,17
76,76,68
78,21,21
88,88,84
49,49,71
35,35,35
54,54,92
86,86,86
12,85,85
74,72,3
80,32,32
33,33,44
49,49,23
5,18,18
63,63,31
78,78,99
41,89,89
36,36,50
37,87,87
66,66,66
98,98,11
76,76,76
8,8,38
13,13,58
53,53,78
87,87,87
19,19,38
38,84,28
18,96,96
32,32,32
88,16,16
4,4,77
78,78,78
99,99,78
75,41,24
21,21,21
74,72,72
97,97,64
75,75,18
64,50,50
52,52,96
94,94,33
10,61,61
34,34,19
14,54,54
21,63,63
61,80,80
1,10,10
80,80,63
21,21,21
81,81,81
98,35,35
69,69,9
52,47,47
63,77,44
20,20,20
91,91,91
68,68,68
64,64,65
76,76,76
5,23,36
9,41,41
43,43,15
49,30,30
55,72,72
55,79,79
32,32,32
83,83,83
42,42,63
58,85,85
44,44,91
48,48,19
15,38,38
48,48,41
17,17,17
28,28,16
35,98,98
11,35,35
15,17,17
21,21,21
81,81,13
59,59,56
14,14,14
37,81,81
75,75,75
2,2,2
10,10,23
19,4,4
58,58,58
90,90,12
43,43,4
3,31,31
71,71,32
23,71,73
28,28,97
68,68,12
80,80,15
61,78,78
87,87,22
25,25,72
89,41,41
42,50,50
74,74,3
91,91,32
47,47,52
5,5,5
22,9,9
6,6,25
58,58,13
91,91,93
61,61,61
91,5,5
71,71,72
74,74,50
82,82,82
66,66,3
30,30,95
47,47,47
38,97,97
45,83,83
54,54,54
48,48,48
13,90,90
85,85,75
3,50,50
28,9,9
21,21,21
44,44,2
27,27,91
0,51,51
8,8,8
28,28,28
27,30,30
98,98,98
48,48,41
81,81,13
36,36,77
29,3,3
86,41,41
19,34,34
82,57,57
89,27,27
35,35,98
13,13,90
42,42,88
60,60,68
69,69,69
12,68,68
89,89,88
50,50,26
24,24,24
49,49,49
12,12,12
71,71,71
25,87,87
71,71,71
46,46,98
14,14,18
88,88,48
64,74,74
13,37,37
25,25,25
11,11,40
44,44,44
17,17,17
18,18,6
74,74,75
75,75,19
14,18,18
42,49,49
83,83,0
60,60,52
30,72,72
57,57,0
94,94,84
48,48,48
75,75,75
15,3,3
51,51,80
93,93,73
93,30,30
41,89,89
52,52,59
52,52,52
12,73,73
64,36,36
87,87,94
99,99,99
86,86,39
5,25,45
42,42,42
71,71,23
64,4,4
99,99,99
49,49,65
22,22,22
52,96,96
59,96,96
5,5,5
60,60,60
71,71,71
72,19,3
74,74,74
19,7,7
56,56,56
24,24,24
30,30,72
76,76,76
15,15,11
39,39,70
16,16,16
21,21,3
15,88,88
38,34,34
30,32,32
55,55,93
98,19,19
25,25,5
40,69,69
82,82,82
3,43,88
67,67,72
47,47,52
71,71,71
52,96,96
47,47,47
60,33,79
55,79,79
16,16,87
61,61,86
36,36,36
90,90,13
32,42,42
21,21,21
30,69,69
78,26,26
43,43,38
81,13,58
88,88,33
49,49,49
96,33,33
10,62,62
95,73,73
33,96,96
15,78,78
85,85,58
89,37,37
79,79,7
26,50,50
18,77,77
97,97,66
14,83,83
15,38,38
16,16,81
75,75,66
6,88,88
92,70,70
88,88,84
64,97,97
54,92,92
71,71,68
6,6,18
96,96,94
8,8,45
67,67,73
0,0,0
78,33,33
92,40,40
57,57,57
66,66,66
48,48,41
67,50,36
60,60,60
89,89,89
16,16,10
42,42,43
58,58,89
61,61,22
22,22,61
75,75,75
37,37,37
3,35,35
60,60,60
9,9,86
27,27,90
83,14,14
89,8,8
42,20,20
88,88,80
44,18,18
2,11,11
62,62,18
94,94,94
32,32,36
95,95,30
66,66,64
8,27,27
40,40,46
44,44,29
45,1,1
26,26,79
48,48,6
87,87,57
59,52,52
35,98,98
61,10,10
64,64,97
43,50,50
25,25,36
48,48,48
45,45,33
36,36,36
29,29,79
51,31,31
76,76,76
74,74,63
61,61,22
56,56,33
55,91,91
44,44,74
50,4,4
8,39,39
27,44,44
22,22,50
61,61,61
77,14,14
85,85,85
95,95,69
78,99,99
0,0,0
80,80,65
26,26,70
33,68,65
49,49,72
51,51,91
36,36,36
98,28,28
39,39,33
76,76,76
95,95,95
31,72,72
45,54,54
27,38,38
60,60,71
3,3,21
51,51,10
94,94,94
67,67,72
6,6,6
62,62,70
98,2,2
28,28,16
26,26,26
61,61,61
29,29,29
64,64,38
95,95,55
4,4,50
42,42,99
17,17,49
99,92,92
30,30,72
86,86,16
83,83,53
78,78,99
25,71,71
50,50,36
97,97,38
67,27,27
52,52,96
28,28,86
44,78,78
28,28,40
22,32,32
5,20,20
35,16,16
37,49,23
66,3,3
88,80,80
95,73,73
1,1,1
57,80,80
12,12,12
44,78,78
97,97,97
78,26,26
7,7,7
94,94,94
85,85,85
48,48,89
16,16,16
85,85,8
63,63,50
59,59,47
70,70,92
62,62,25
58,58,58
54,92,92
60,60,68
9,9,9
44,44,44
23,49,49
71,71,99
10,18,18
89,89,41
31,31,19
67,73,73
56,56,56
42,38,38
70,70,45
73,3,3
43,43,4
43,43,42
86,86,86
15,15,38
24,24,24
84,84,26
42,42,34
60,60,17
48,48,48
19,19,92
93,73,73
16,86,86
30,38,38
13,12,12
21,3,63
78,44,44
68,71,71
48,89,89
56,52,52
74,74,50
42,42,43
20,20,20
14,14,43
78,78,99
62,62,62
76,76,76
42,38,27
28,10,10
74,63,63
78,99,99
28,28,28
27,44,44
51,51,51
83,62,62
48,48,81
79,79,79
67,67,30
43,38,38
90,81,81
18,18,44
40,46,46
88,88,88
15,15,15
89,89,41
0,0,0
80,80,45
95,27,27
59,96,96
67,76,76
57,57,0
64,63,63
55,3,3
72,72,4
39,39,13
1,57,57
14,14,12
10,10,28
40,40,76
66,66,38
32,32,32
11,32,32
4,80,80
54,54,40
14,6,6
15,15,15
84,84,84
7,7,7
15,15,31
70,54,54
45,45,54
28,28,28
27,27,18
36,36,36
31,31,31
80,80,37
16,16,10
59,59,56
6,6,6
19,19,56
87,87,22
15,93,1
81,87,87
25,87,22
98,35,35
2,2,35
68,68,68
47,47,52
18,18,80
66,66,78
66,4,4
17,17,37
65,65,80
90,81,81
98,35,35
45,34,34
76,76,76
95,95,74
5,5,5
89,89,89
69,69,69
57,92,92
60,71,71
95,95,30
16,16,11
7,7,7
52,52,96
6,6,82
7,24,24
67,73,73
60,60,60
67,63,63
52,59,59
2,35,35
94,94,94
25,25,20
23,23,71
58,58,58
65,88,88
38,38,97
85,85,25
48,48,48
82,96,96
21,21,21
55,80,80
69,69,96
39,33,33
12,12,12
29,29,74
5,5,25
17,17,76
87,87,86
78,27,27
70,70,92
30,73,73
87,40,46
94,94,25
75,75,86
44,18,18
73,10,10
67,74,74
62,62,1
41,41,41
1,1,62
16,78,78
85,85,90
80,80,31
29,29,89
44,61,61
69,69,72
26,26,93
46,46,21
20,20,20
7,7,7
93,93,63
63,63,63
53,53,51
40,76,76
37,37,86
33,33,96
76,76,49
48,48,48
63,63,63
84,84,5
31,31,31
54,54,92
28,28,28
72,74,74
34,34,34
47,96,96
63,63,74
54,54,54
35,98,98
93,93,67
61,61,10
2,46,46
51,38,97
7,7,75
59,59,37
68,68,68
81,81,89
81,81,37
39,39,39
13,13,90
37,37,81
35,35,11
81,81,90
51,37,37
18,6,6
4,4,63
23,23,99
93,72,72
94,94,94
77,77,22
47,47,47
51,57,57
5,5,20
90,37,16
86,40,40
48,48,48
96,96,56
23,23,23
79,79,6
13,13,58
98,98,98
71,71,71
60,60,60
62,62,92
39,39,71
68,68,68
52,52,96
14,6,6
21,21,66
15,15,11
77,77,14
94,94,94
73,73,33
70,70,92
59,59,56
55,30,30
76,76,96
72,72,30
3,95,95
18,25,25
0,0,0
99,61,61
24,24,24
56,56,12
0,0,0
82,82,83
72,3,3
37,37,22
20,20,20
54,54,54
11,11,11
9,9,16
86,39,39
65,65,51
78,78,99
22,22,44
48,48,48
1,1,1
33,59,59
77,77,61
49,49,76
89,89,25
36,36,5
42,42,75
20,20,28
2,35,35
32,32,57
87,87,55
71,71,23
36,36,2
95,95,91
27,27,63
36,36,50
54,54,54
92,44,44
88,89,89
6,6,6
31,31,38
54,70,93
32,32,32
58,58,58
10,53,53
64,64,4
93,4,4
3,3,15
55,73,73
49,12,12
56,56,81
33,33,96
99,99,78
62,92,92
34,34,27
53,53,53
17,12,85
93,72,95
66,66,66
0,0,83
58,58,13
4,87,87
37,81,81
1,67,67
58,58,90
66,66,66
58,81,81
88,36,36
39,5,5
40,9,9
82,82,62
68,68,68
4,4,50
55,21,21
65,50,50
72,15,15
13,81,81
17,17,17
30,30,95
67,59,59
50,50,65
1,1,1
59,59,56
73,95,95
58,58,41
90,13,13
56,56,56
44,44,69
16,16,10
32,32,46
15,15,15
90,85,85
99,78,78
56,79,79
40,40,40
63,63,32
22,22,22
2,79,79
14,14,92
72,72,72
76,76,76
73,73,95
2,2,11
79,79,6
5,5,5
39,23,23
12,12,12
43,66,66
91,91,91
97,97,34
80,80,50
65,65,50
62,62,62
33,33,96
86,77,77
66,66,3
24,45,45
62,62,62
49,49,90
30,30,73
24,24,24
73,95,95
31,3,3
55,55,95
59,59,59
46,46,79
11,35,35
20,20,84
83,83,83
80,80,42
38,38,97
30,30,30
93,73,73
65,93,93
41,41,41
0,0,0
35,97,97
54,54,54
9,9,2
16,37,37
87,67,67
81,81,13
12,12,39
49,49,23
60,71,71
81,81,13
89,89,80
42,97,30
51,51,51
36,36,36
59,59,56
92,82,82
7,7,14
94,94,94
80,15,15
56,56,59
37,37,40
63,65,65
74,27,27
46,89,89
34,34,42
88,43,43
85,85,58
24,24,93
28,16,16
56,56,56
51,33,33
41,41,41
62,62,62
7,7,67
6,7,7
38,31,31
26,45,45
22,22,22
52,52,59
32,32,1
70,92,92
28,28,28
96,96,59
44,27,27
57,15,15
13,13,13
47,47,47
8,8,46
73,91,91
17,17,17
14,14,51
18,44,44
91,91,30
82,32,32
19,15,15
57,57,57
71,60,60
16,16,16
54,54,54
7,7,79
52,52,47
26,27,27
50,50,63
81,13,13
74,74,26
50,74,74
74,74,63
71,71,71
85,85,85
8,8,80
31,31,3
28,28,40
17,17,17
26,26,44
10,40,40
93,93,26
16,16,28
0,0,0
37,17,17
26,26,26
71,71,71
34,34,97
50,64,64
99,99,99
44,27,27
58,58,89
16,16,28
8,8,40
34,53,83
35,46,46
86,86,94
41,41,41
0,0,0
19,19,51
44,27,27
46,54,54
6,6,82
42,42,42
62,70,70
73,73,72
31,31,3
73,72,72
62,62,65
97,97,64
97,72,72
0,0,0
57,57,57
19,19,65
46,35,35
53,53,57
69,12,12
47,52,52
13,13,81
84,2,2
67,67,72
43,43,19
80,80,55
59,52,52
20,25,25
76,76,23
65,65,38
79,79,79
99,61,61
62,62,92
58,58,13
55,18,18
26,2,2
1,1,73
46,46,46
90,81,81
66,66,97
69,69,9
39,39,39
71,60,60
88,67,67
6,93,67
51,51,80
34,34,29
31,3,3
80,72,72
67,93,93
78,78,78
84,40,40
23,49,49
23,23,71
68,68,68
74,55,55
78,51,51
78,45,45
86,89,89
1,1,34
61,22,22
2,6,6
72,30,30
32,78,78
64,64,63
43,43,4
60,60,60
27,27,74
62,62,92
91,91,91
81,90,90
64,2,35
35,35,2
32,11,11
91,27,27
85,85,17
70,70,62
28,16,16
59,85,93
22,22,22
43,43,78
35,98,98
9,55,55
74,55,55
84,84,84
72,72,15
81,81,12
95,95,95
16,72,72
25,86,86
12,12,95
24,24,24
61,61,54
50,77,77
9,9,69
8,8,22
20,20,20
11,13,13
49,49,68
0,70,70
55,4,4
31,31,3
18,18,69
35,35,2
23,23,23
47,47,70
47,59,59
30,30,95
88,88,88
32,46,46
40,79,79
97,91,91
17,17,17
81,81,81
76,76,67
62,62,83
39,8,8
72,74,74
95,95,30
9,9,9
30,30,67
86,92,92
98,46,46
48,48,48
11,35,35
88,42,42
9,9,40
88,88,88
21,21,66
36,36,64
55,72,72
82,82,82
40,40,22
47,47,47
10,72,72
61,67,72
92,92,62
93,73,73
15,15,15
54,54,54
88,88,43
33,31,31
35,98,98
39,39,39
70,70,54
15,15,29
36,50,50
94,94,94
70,70,62
96,59,59
70,70,92
92,92,70
16,40,40
3,3,66
86,22,49
71,4,4
42,34,34
99,99,99
16,16,16
46,21,21
28,28,40
98,98,98
42,34,34
17,52,52
89,89,89
14,14,14
57,57,70
81,81,37
74,80,80
4,42,42
10,87,87
81,13,13
40,54,54
49,49,49
29,29,29
87,16,16
58,58,58
36,36,65
65,65,69
83,92,92
10,61,61
34,42,42
12,12,12
5,1,1
17,17,17
29,29,29
80,80,38
80,80,57
6,6,29
65,54,54
9,9,9
55,55,72
38,38,74
88,35,98
28,28,28
43,43,34
57,57,99
50,50,4
99,99,99
20,20,20
0,0,0
32,32,93
90,90,87
70,62,62
14,44,44
31,31,31
88,88,34
56,56,56
23,23,71
71,71,60
4,26,7
11,11,94
4,4,63
39,39,71
66,21,21
96,96,33
63,63,65
13,37,37
39,39,39
27,27,72
31,31,43
84,84,84
7,24,24
37,16,16
18,18,91
43,43,43
96,96,67
2,2,11
6,6,29
59,38,97
78,28,28
19,19,31
39,37,37
97,97,97
6,6,6
39,39,86
77,51,51
74,74,66
52,52,96
5,25,25
61,61,78
21,21,3
20,20,20
50,36,36
65,36,36
48,48,48
39,39,16
14,14,38
74,74,50
36,78,78
12,12,12
93,30,30
43,43,31
51,51,77
79,79,51
78,78,93
6,6,82
4,66,66
36,50,38
32,32,67
25,25,20
97,74,74
94,94,40
34,34,44
34,34,1
59,96,96
22,22,86
16,16,86
70,70,92
9,83,83
25,25,5
77,4,4
74,74,50
17,17,37
28,28,86
47,47,47
43,43,38
13,13,87
50,74,34
97,91,91
49,49,76
78,78,61
68,68,68
99,99,73
52,59,14
28,28,28
80,74,74
43,19,19
23,73,10
23,23,23
55,23,23
74,63,63
87,87,87
50,1,1
5,85,85
51,51,40
63,77,77
2,45,45
57,57,77
99,99,99
53,53,53
85,85,78
74,36,34
72,72,30
75,85,85
94,94,42
95,30,30
40,40,93
33,31,31
49,49,90
64,79,79
8,39,39
37,12,72
0,2,2
86,5,5
9,69,69
51,63,63
40,40,40
9,9,9
39,39,39
70,70,10
96,96,59
44,72,72
62,62,62
32,17,17
61,10,10
35,98,98
8,8,50
2,36,36
66,66,85
66,66,64
46,11,11
73,99,99
56,56,56
20,20,20
95,95,95
68,68,68
52,96,96
94,94,63
22,22,22
9,9,9
23,23,67
11,11,11
55,55,14
44,27,27
47,14,14
20,20,20
17,17,49
11,36,36
73,30,30
96,47,47
60,60,60
28,28,28
10,10,22
0,0,0
10,25,25
31,3,3
44,57,57
29,29,29
24,24,24
23,23,71
52,52,96
60,60,60
81,32,32
57,57,57
52,52,96
87,87,87
27,85,85
22,22,22
83,83,78
22,22,10
40,57,57
56,56,96
1,1,91
45,26,26
29,26,26
60,60,71
65,38,38
7,7,75
88,34,34
48,48,48
8,45,45
29,97,97
18,18,90
71,68,68
80,50,50
55,55,4
80,38,38
73,73,30
27,78,33
5,5,5
69,76,76
46,46,98
64,45,45
42,42,38
90,90,89
52,52,47
1,1,27
39,39,39
39,57,57
86,86,86
75,19,19
2,2,35
36,36,1
13,31,31
57,40,87
30,30,30
74,74,66
85,85,32
33,33,96
6,6,6
3,97,97
72,72,3
54,54,54
47,47,6
91,91,18
71,71,23
7,44,44
98,98,35
69,95,95
56,56,96
14,14,50
50,50,74
37,37,37
40,40,87
97,97,38
72,74,74
88,34,3
10,40,40
75,75,69
83,18,18
74,74,14
66,66,66
52,52,52
52,52,96
86,94,94
66,66,66
24,24,24
69,69,69
41,41,41
13,13,81
39,39,23
5,5,84
61,61,22
48,48,48
44,78,78
23,23,71
38,38,38
44,35,35
64,74,74
30,95,95
2,2,35
54,54,54
12,12,37
21,21,21
56,56,59
72,72,63
93,18,18
46,98,98
73,73,73
47,47,52
89,89,34
24,24,24
52,59,59
75,75,75
20,20,20
67,27,27
92,92,70
96,96,47
5,5,25
63,63,63
39,39,86
67,65,65
45,44,44
67,67,72
2,2,11
79,18,18
76,76,76
27,27,44
81,81,13
89,89,17
83,45,45
60,60,60
48,48,48
2,32,32
2,2,10
30,93,93
2,35,35
21,21,21
82,82,82
90,95,95
94,94,94
74,50,50
71,27,27
75,75,75
79,79,6
42,42,88
75,75,75
14,18,18
89,89,89
50,50,32
83,83,18
42,42,65
67,67,67
81,81,81
73,67,67
52,96,96
17,17,15
76,76,12
5,5,50
42,64,64
68,69,69
13,13,13
37,37,17
94,94,94
92,92,62
0,0,10
48,48,48
15,55,55
15,38,38
39,39,39
40,12,65
82,60,60
31,31,19
94,94,37
99,78,78
68,68,68
52,52,96
19,19,38
4,4,77
54,7,7
89,89,90
40,40,56
27,90,90
97,97,66
14,41,41
93,91,39
66,3,3
74,95,95
26,44,44
36,36,32
9,9,9
66,66,66
44,79,7
59,47,47
33,33,96
79,79,51
63,63,3
97,97,21
43,43,57
48,48,8
78,50,50
25,25,91
32,32,58
18,79,79
40,40,40
44,44,63
80,80,4
16,16,28
45,0,0
45,45,93
12,12,12
99,99,99
18,18,44
6,6,6
41,41,41
46,46,11
69,36,36
18,18,78
44,44,34
34,34,97
32,32,32
30,30,95
9,9,69
72,22,48
85,85,37
15,15,38
92,70,70
5,5,5
71,71,71
52,52,47
56,52,52
88,88,88
22,22,22
64,42,38
31,19,19
63,72,55
14,64,63
56,56,56
99,99,99
72,95,95
22,22,22
20,20,20
67,66,66
57,57,0
93,55,55
29,29,29
72,63,63
91,91,91
64,64,36
36,36,50
22,22,22
49,49,49
26,2,32
84,42,42
47,59,59
34,34,51
85,85,81
9,9,40
22,22,22
29,29,45
39,87,87
32,32,11
94,94,94
93,79,79
25,60,60
18,50,50
53,53,53
12,12,12
27,27,93
10,57,57
99,26,26
88,88,43
16,39,39
91,67,67
78,14,14
7,24,24
72,55,55
12,27,27
97,97,38
37,68,68
86,5,5
87,87,87
57,57,83
36,65,65
35,46,46
44,44,18
57,57,53
27,44,44
31,3,3
3,80,80
26,26,93
7,9,9
96,96,33
39,39,39
43,72,72
34,34,34
89,85,85
48,48,48
56,56,56
18,18,91
45,83,83
92,92,83
97,74,74
8,8,8
18,79,79
66,80,80
81,81,13
37,12,12
51,51,26
10,10,10
77,77,53
97,66,66
33,33,59
60,60,23
43,43,98
10,51,57
50,74,74
31,31,15
84,25,25
49,49,60
78,99,99
24,24,7
68,68,68
98,98,63
58,58,58
51,51,13
93,97,97
36,36,88
74,65,65
78,78,98
55,55,50
50,28,28
25,25,5
65,35,35
86,86,86
35,35,98
33,49,49
92,70,70
37,52,52
71,95,95
61,61,32
5,20,20
79,79,96
71,71,71
20,20,20
59,59,27
67,73,73
28,28,28
76,76,76
31,31,94
50,27,27
62,83,83
9,24,24
4,64,64
54,54,23
38,38,8
11,11,46
59,52,52
84,12,12
63,77,77
66,72,72
35,2,2
52,52,96
73,73,73
87,87,87
62,62,84
15,15,3
11,11,35
59,56,56
20,20,20
47,52,52
96,96,60
26,50,86
36,36,5
35,35,98
77,65,65
38,50,50
24,24,7
2,2,77
17,17,32
36,36,36
80,80,65
74,74,25
41,41,41
32,32,32
23,71,71
76,76,59
44,44,27
91,91,91
21,21,35
81,81,13
53,62,62
55,72,21
47,96,96
79,77,77
19,90,90
31,29,29
82,82,82
64,64,50
3,74,74
49,49,23
35,2,2
97,97,21
58,58,90
43,43,42
20,20,20
86,86,86
22,22,10
32,25,25
18,18,44
53,53,53
60,60,60
36,36,70
83,83,83
18,18,66
32,32,57
66,66,66
99,99,78
51,51,14
35,98,98
69,69,69
28,28,40
11,35,35
22,22,22
49,49,49
21,21,3
93,63,63
1,1,1
55,55,72
51,29,29
55,72,72
51,51,37
67,18,18
92,92,54
76,76,76
52,96,96
31,31,51
82,82,82
75,75,75
61,61,61
55,55,4
90,90,90
78,78,88
34,34,42
87,87,76
39,44,44
85,85,27
70,92,92
2,2,35
14,14,67
45,45,32
1,69,69
95,95,3
90,90,13
64,64,3
55,55,4
12,12,12
91,73,73
47,47,47
2,35,35
99,99,61
79,54,54
13,16,16
8,8,25
84,25,25
27,74,74
11,35,35
71,71,60
21,21,55
28,28,34
8,8,79
55,15,15
67,14,14
75,75,75
40,40,40
17,37,37
4,42,42
95,95,95
63,63,91
51,51,51
48,48,41
65,79,79
6,88,88
39,33,33
39,25,25
42,44,44
49,66,66
14,14,14
83,83,83
23,23,23
78,99,99
47,47,47
81,13,13
41,58,58
76,76,65
99,42,42
97,97,34
24,77,77
24,24,24
76,76,76
57,57,57
80,74,74
16,31,31
44,91,91
54,54,70
92,92,0
30,73,73
4,4,72
2,2,35
1,1,10
39,39,78
98,98,11
90,89,89
74,26,26
81,81,33
74,74,74
64,31,31
42,42,38
59,59,47
69,85,85
67,50,36
66,66,97
10,10,0
52,52,52
22,65,65
11,11,84
69,69,71
39,39,16
15,15,15
77,16,16
36,36,34
23,23,23
41,41,41
94,94,92
45,45,75
17,17,17
14,1,1
62,62,70
9,16,16
4,50,98
37,37,37
13,81,81
77,77,48
69,69,69
72,80,80
22,22,61
75,75,75
45,45,24
3,23,23
8,48,48
24,24,24
28,92,92
4,4,50
57,77,77
10,10,28
2,2,11
0,0,0
89,89,84
7,7,24
94,94,94
68,68,33
66,66,66
17,17,37
5,89,89
90,81,81
77,77,74
34,34,19
77,77,51
26,26,38
35,35,2
52,52,59
70,92,92
29,29,29
94,94,31
37,37,37
83,83,83
40,40,40
0,0,0
92,92,57
96,52,52
4,4,93
78,78,99
80,34,89
6,6,6
85,85,93
59,59,47
96,96,59
8,55,55
70,93,93
62,62,92
25,25,25
22,18,18
1,11,11
82,82,56
93,93,26
82,82,82
96,47,47
70,54,54
8,8,48
19,19,15
67,67,30
4,24,24
86,86,87
19,19,95
17,31,31
32,10,10
38,38,80
57,57,83
84,5,5
10,10,10
40,40,20
12,12,33
33,33,90
94,94,39
68,68,71
8,8,48
89,89,89
69,69,69
95,95,95
43,43,38
60,60,60
11,87,87
0,70,70
12,12,69
90,90,90
2,2,2
54,54,54
45,45,45
65,65,36
50,63,63
3,38,38
68,68,72
17,17,37
35,98,98
81,81,81
32,32,8
9,9,9
99,99,99
77,77,80
84,84,65
22,22,61
30,73,73
23,23,27
36,36,72
73,73,72
80,23,23
92,70,70
92,70,70
31,4,4
9,9,69
86,86,16
91,91,91
26,26,99
85,85,17
30,30,30
12,12,12
54,54,54
39,90,90
76,76,73
45,84,40
67,70,54
51,51,28
57,65,65
19,15,15
48,48,8
81,81,66
55,6,6
38,38,38
27,71,71
54,34,34
81,81,13
84,17,17
0,0,53
64,97,97
42,42,43
77,77,55
52,52,47
92,54,54
82,82,62
12,71,71
89,89,37
53,53,53
21,21,86
18,18,91
92,92,0
36,36,36
44,44,50
35,35,80
31,31,31
62,62,62
41,87,46
65,65,79
28,28,40
20,20,20
92,70,70
33,96,96
21,21,55
86,41,41
72,72,63
18,18,44
56,56,56
88,88,34
76,76,73
71,23,67
48,48,89
12,12,71
45,26,14
60,60,71
99,78,78
84,40,40
24,24,24
37,37,81
86,86,16
76,76,49
84,84,11
51,51,51
60,60,60
97,97,97
29,29,64
65,65,50
88,80,31
7,8,8
83,83,9
59,59,52
96,96,47
53,53,53
32,32,32
79,7,7
87,87,85
33,80,77
46,46,98
22,12,12
38,27,27
47,52,52
24,24,24
3,55,55
54,54,70
